"gammanr" "epsilonnr" "mannr" "rnr"
0.119539957560067 0.197442477992736 0.70728533633519 0.490820778999478
0.117513712096427 0.207967793699354 0.744467526860535 0.466079779248685
0.131082985520599 0.191235725409351 0.67059745748993 0.4176556752529
0.132921360211358 0.197682074364275 0.726984141999856 0.449769924208522
0.133892651056013 0.20983812189661 0.688003517943434 0.477744522131979
0.140784293050981 0.194242850425653 0.715167376608588 0.412555509596132
0.119594306943731 0.197722281850874 0.65133903331589 0.438238795707002
0.138720344308586 0.196806979933754 0.698208011547104 0.459956582542509
0.126779089112663 0.193724352028221 0.732737331860699 0.466846673819236
0.136325074943699 0.192158872517757 0.722371094604023 0.441127442964353
0.1371728982259 0.202941203876398 0.728293276228942 0.455303631164134
0.127927605720562 0.205787124633789 0.652333120233379 0.447723006503657
0.13435916630699 0.203854631129652 0.697761962213553 0.48612094768323
0.125018955784894 0.194895945540629 0.657067904714495 0.40994661601726
0.121151482767706 0.200372685263865 0.71620050764177 0.440683018718846
0.140091299182839 0.195872067455202 0.695906572625972 0.433239467418753
0.131773665621285 0.195160335614346 0.697854524827562 0.476631067064591
0.113785616329147 0.207506426600739 0.683907293784432 0.483944035018794
0.12211693616377 0.19667549861595 0.69763512450736 0.489219833584502
0.138550459385096 0.197799790869467 0.727732069883496 0.496061799721792
0.124909824913456 0.204250293574296 0.689999436889775 0.432535215187818
0.135145623746905 0.194053845102899 0.721112122246996 0.412169192102738
0.118904397268558 0.192866087588482 0.673962941509672 0.405893437727354
0.131501214556573 0.207525384253822 0.727891467744485 0.479730882588774
0.125564268368873 0.19820168164093 0.731087024277076 0.460493329027668
0.131895997716735 0.197063945438713 0.677026014588773 0.499268406117335
0.131222008394876 0.194264162704349 0.66293723480776 0.44781180343125
0.140446808566118 0.201975219342858 0.747617069492117 0.473179251188412
0.122435774986765 0.198629473811015 0.664821156067774 0.401307757548057
0.133827494161706 0.192063684714958 0.694628434861079 0.464010104513727
0.142598051429978 0.199911871557124 0.698434952436946 0.417344233486801
0.135073680778049 0.199077909784392 0.701116978377104 0.420754511328414
0.118370099769284 0.201914239926264 0.707487219828181 0.407706438028254
0.1122393834789 0.202855909843929 0.74286151996348 0.459809242235497
0.128917484063773 0.20052055447828 0.748509522387758 0.450764182233252
0.132786923132482 0.202030824352987 0.673886867775582 0.425816592667252
0.134263797567063 0.199051416628063 0.667512676841579 0.474669826962054
0.114444052076174 0.207290898980573 0.711464497167617 0.455715953884646
0.121548486319149 0.199062628909014 0.700044097262435 0.418086636113003
0.127924781041368 0.19150551491417 0.67777559326496 0.42126995192375
0.120152078761113 0.207901882058941 0.69462353233248 0.477998488978483
0.139067270948241 0.198262484190054 0.656380848051049 0.433548749168403
0.13408653798794 0.19675230666995 0.713041412248276 0.484061455400661
0.138289894117782 0.197827185620554 0.688049388560466 0.489544542599469
0.131565579774952 0.204821572974324 0.710530344652943 0.490308161149733
0.120435877939657 0.193825202197768 0.738645094330423 0.450333948573098
0.138954207715061 0.193783872448839 0.725810305238701 0.472449889266863
0.141070629152218 0.200952931740321 0.721174386772327 0.438890509982593
0.114313432577229 0.20854604177177 0.678323250031099 0.459057315881364
0.114614622379165 0.206810140642337 0.681796368444338 0.478285133698955
0.119603435154117 0.194372905697674 0.701679683639668 0.426895059202798
0.116862486582249 0.200371522749774 0.706278293579817 0.412915685446933
0.119249765206838 0.204358705519699 0.746140993642621 0.410014084656723
0.135340402841509 0.208959327093326 0.731863468838856 0.430829233070835
0.131732681285708 0.20906710902229 0.745373265002854 0.43399792034179
0.119443622543403 0.193309078663588 0.682216805662028 0.451012520655058
0.140443443535044 0.200219193967059 0.675762126082554 0.404646088695154
0.124376389153656 0.207080030045472 0.684723067772575 0.41314423205331
0.122999583001411 0.202628404567949 0.68900789336767 0.468962784879841
0.132997251189654 0.20109801246319 0.692962440778501 0.44527200628072
0.1208394685361 0.201567078880034 0.741037030424923 0.414260408212431
0.124287226200399 0.194218515013345 0.692875037086196 0.413268997520208
0.125717347487807 0.208859141184948 0.726197386160493 0.493290982884355
0.12605328563719 0.202071761353873 0.698498968058266 0.410880631650798
0.118975455015306 0.199970290614292 0.68728667080868 0.493469137023203
0.12774558977357 0.196342893433757 0.677796602947637 0.478754050773568
0.133411508334416 0.193300552773289 0.656445753877051 0.475470562162809
0.130806667715429 0.193391535333358 0.656221405230463 0.410902926861309
0.123229090530898 0.193386218291707 0.679865254205652 0.419220953504555
0.119275238771465 0.19362463645637 0.697731370967813 0.477073704288341
0.111993241981263 0.200546215539798 0.738031906890683 0.437306337198243
0.112633623227122 0.192772564934567 0.682149212039076 0.415483161131851
0.115308830861948 0.194426118554547 0.672638079617172 0.413141653384082
0.142271855883005 0.196540274536237 0.700693949707784 0.468144251476042
0.114259336609393 0.19237805116456 0.655043965950608 0.492925391974859
0.132498801042814 0.191897157109343 0.699259612080641 0.446155184064992
0.123022747011707 0.209821984390728 0.667635071370751 0.481343520851806
0.11328402022639 0.19800899493508 0.664114432572387 0.419330986239947
0.137820689421561 0.204398279767483 0.676721208309755 0.449500164482743
0.113749647549989 0.197077684812248 0.746920880535617 0.462471418967471
0.132210103166659 0.196249793129973 0.690568961272948 0.499607737152837
0.138256582741936 0.209070967920125 0.731230509234592 0.478218211582862
0.119615178695688 0.205243030590937 0.748631158913486 0.429360554902814
0.123788924030368 0.206242630477063 0.657715166918933 0.436369680985808
0.125161665624806 0.193134282650426 0.70822052701842 0.497016217885539
0.142523804236026 0.193529040729627 0.704213042440824 0.438430389203131
0.132576636533948 0.195385875594802 0.696925094234757 0.417180008231662
0.122831411504497 0.204508105451241 0.698614910431206 0.406380246672779
0.13601734063455 0.198366432716139 0.748101808479987 0.428288395586424
0.138028004746293 0.191644784617238 0.738645875058137 0.447193073085509
0.114574633760466 0.196665559690446 0.733741656923667 0.4276849841699
0.129747147346655 0.206734645394608 0.657115402398631 0.470277874334715
0.133296017054587 0.199279247620143 0.693693111045286 0.456217678776011
0.140586769090049 0.19460932828486 0.672181375441141 0.442021589330398
